environment | time (second),E | Na (millimolar),E | E (millimolar),E | E' (millimolar/second),E_ | E_ (millimolar),E_ | E_' (millimolar/second),ECl | ECl (millimolar),ECl | ECl' (millimolar/second),ECl_ | ECl_ (millimolar),ECl_ | ECl_' (millimolar/second),ED | ED (millimolar),ED | ED' (millimolar/second),ED_ | ED_ (millimolar),ED_ | ED_' (millimolar/second),ENa | ENa (millimolar),ENa | ENa' (millimolar/second),ENa_ | ENa_ (millimolar),ENa_ | ENa_' (millimolar/second),ENaCl | ENaCl (millimolar),ENaCl | ENaCl' (millimolar/second),ENaCl_ | ENaCl_ (millimolar),ENaCl_ | ENaCl_' (millimolar/second),ENaD | ENaD (millimolar),ENaD | ENaD' (millimolar/second),ENaD_ | ENaD_ (millimolar),ENaD_ | ENaD_' (millimolar/second),reaction_constants | Cl (millimolar),reaction_constants | Cl_ (millimolar),reaction_constants | D (millimolar),reaction_constants | D_ (millimolar),reaction_constants | k1 (second_order_rate_constant),reaction_constants | k10 (first_order_rate_constant),reaction_constants | k11 (second_order_rate_constant),reaction_constants | k12 (first_order_rate_constant),reaction_constants | k13 (second_order_rate_constant),reaction_constants | k14 (first_order_rate_constant),reaction_constants | k15 (second_order_rate_constant),reaction_constants | k16 (first_order_rate_constant),reaction_constants | k17 (first_order_rate_constant),reaction_constants | k18 (first_order_rate_constant),reaction_constants | k19 (first_order_rate_constant),reaction_constants | k2 (first_order_rate_constant),reaction_constants | k20 (first_order_rate_constant),reaction_constants | k21 (second_order_rate_constant),reaction_constants | k22 (first_order_rate_constant),reaction_constants | k23 (second_order_rate_constant),reaction_constants | k24 (first_order_rate_constant),reaction_constants | k25 (second_order_rate_constant),reaction_constants | k26 (first_order_rate_constant),reaction_constants | k27 (second_order_rate_constant),reaction_constants | k28 (first_order_rate_constant),reaction_constants | k29 (second_order_rate_constant),reaction_constants | k3 (second_order_rate_constant),reaction_constants | k30 (first_order_rate_constant),reaction_constants | k31 (second_order_rate_constant),reaction_constants | k32 (first_order_rate_constant),reaction_constants | k4 (first_order_rate_constant),reaction_constants | k5 (second_order_rate_constant),reaction_constants | k6 (first_order_rate_constant),reaction_constants | k7 (second_order_rate_constant),reaction_constants | k8 (first_order_rate_constant),reaction_constants | k9 (second_order_rate_constant),reaction_constants | Na (millimolar),reaction_constants | Na_ (millimolar)
0.901,0.00432235,0.00432235,7.16E-05,0.0239883,0.000397409,0.0083545,0.000138412,0.019295,0.000319655,1.35E-05,1.89E-07,0.0186645,-0.00171176,0.0514442,0.000857021,0.0579242,0.000959626,0.463635,0.00768136,0.217782,0.00360796,0.000161149,2.26E-06,0.134374,-0.0123237,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.902,0.00432242,0.00432242,7.16E-05,0.0239887,0.00039735,0.00835464,0.000138391,0.0192953,0.000319608,1.35E-05,1.90E-07,0.0186628,-0.0017115,0.051445,0.000856814,0.0579252,0.000959482,0.463643,0.0076802,0.217786,0.00360743,0.000161151,2.27E-06,0.134362,-0.0123218,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.903,0.00432249,0.00432249,7.15E-05,0.0239891,0.000397291,0.00835478,0.00013837,0.0192957,0.00031956,1.35E-05,1.91E-07,0.0186611,-0.00171123,0.0514459,0.000856597,0.0579261,0.00095934,0.46365,0.00767905,0.21779,0.00360689,0.000161153,2.28E-06,0.134349,-0.0123199,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.904,0.00432256,0.00432256,7.15E-05,0.0239895,0.000397232,0.00835492,0.00013835,0.019296,0.000319513,1.35E-05,1.91E-07,0.0186594,-0.00171097,0.0514467,0.000856371,0.0579271,0.000959198,0.463658,0.0076779,0.217793,0.00360636,0.000161156,2.29E-06,0.134337,-0.012318,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.905,0.00432263,0.00432263,7.15E-05,0.0239899,0.000397174,0.00835505,0.00013833,0.0192963,0.000319466,1.35E-05,1.92E-07,0.0186577,-0.0017107,0.0514476,0.000856135,0.0579281,0.000959057,0.463666,0.00767676,0.217797,0.00360583,0.000161158,2.30E-06,0.134325,-0.0123161,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.906,0.0043227,0.0043227,7.15E-05,0.0239903,0.000397116,0.00835519,0.000138309,0.0192966,0.00031942,1.35E-05,1.93E-07,0.018656,-0.00171044,0.0514484,0.000855888,0.057929,0.000958916,0.463673,0.00767562,0.217801,0.0036053,0.000161161,2.31E-06,0.134312,-0.0123142,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.907,0.00432277,0.00432277,7.15E-05,0.0239907,0.000397057,0.00835533,0.000138289,0.0192969,0.000319373,1.35E-05,1.94E-07,0.0186543,-0.00171017,0.0514493,0.000855667,0.05793,0.000958774,0.463681,0.00767447,0.217804,0.00360477,0.000161163,2.32E-06,0.1343,-0.0123122,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.908,0.00432285,0.00432285,7.15E-05,0.023991,0.000396996,0.00835547,0.000138268,0.0192973,0.000319324,1.35E-05,1.94E-07,0.0186525,-0.00170991,0.0514501,0.000855503,0.0579309,0.000958627,0.463689,0.0076733,0.217808,0.00360422,0.000161165,2.32E-06,0.134288,-0.0123103,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.909,0.00432292,0.00432292,7.15E-05,0.0239914,0.000396936,0.00835561,0.000138246,0.0192976,0.000319275,1.35E-05,1.95E-07,0.0186508,-0.00170964,0.051451,0.000855337,0.0579319,0.000958481,0.463696,0.00767212,0.217811,0.00360367,0.000161168,2.33E-06,0.134275,-0.0123084,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.91,0.00432299,0.00432299,7.15E-05,0.0239918,0.000396875,0.00835575,0.000138225,0.0192979,0.000319226,1.35E-05,1.95E-07,0.0186491,-0.00170938,0.0514518,0.000855167,0.0579329,0.000958335,0.463704,0.00767095,0.217815,0.00360312,0.00016117,2.33E-06,0.134263,-0.0123065,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.911,0.00432306,0.00432306,7.15E-05,0.0239922,0.000396815,0.00835588,0.000138204,0.0192982,0.000319178,1.35E-05,1.96E-07,0.0186474,-0.00170911,0.0514527,0.000854995,0.0579338,0.000958189,0.463712,0.00766978,0.217819,0.00360257,0.000161173,2.34E-06,0.134251,-0.0123046,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.912,0.00432313,0.00432313,7.15E-05,0.0239926,0.000396754,0.00835602,0.000138183,0.0192985,0.000319129,1.35E-05,1.97E-07,0.0186457,-0.00170885,0.0514535,0.00085482,0.0579348,0.000958043,0.463719,0.00766861,0.217822,0.00360202,0.000161175,2.35E-06,0.134238,-0.0123027,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.913,0.0043232,0.0043232,7.14E-05,0.023993,0.000396694,0.00835616,0.000138162,0.0192989,0.000319081,1.35E-05,1.97E-07,0.018644,-0.00170858,0.0514544,0.000854642,0.0579357,0.000957898,0.463727,0.00766744,0.217826,0.00360147,0.000161178,2.36E-06,0.134226,-0.0123008,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.914,0.00432328,0.00432328,7.14E-05,0.0239934,0.000396634,0.0083563,0.000138141,0.0192992,0.000319032,1.35E-05,1.98E-07,0.0186423,-0.00170832,0.0514552,0.000854462,0.0579367,0.000957752,0.463735,0.00766628,0.217829,0.00360093,0.00016118,2.36E-06,0.134214,-0.0122989,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.915,0.00432335,0.00432335,7.14E-05,0.0239938,0.000396574,0.00835644,0.00013812,0.0192995,0.000318984,1.35E-05,1.98E-07,0.0186406,-0.00170805,0.0514561,0.00085428,0.0579376,0.000957607,0.463742,0.00766511,0.217833,0.00360038,0.000161183,2.37E-06,0.134201,-0.012297,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.916,0.00432342,0.00432342,7.14E-05,0.0239942,0.000396514,0.00835657,0.000138099,0.0192998,0.000318936,1.35E-05,1.99E-07,0.0186389,-0.00170779,0.0514569,0.000854095,0.0579386,0.000957462,0.46375,0.00766395,0.217837,0.00359984,0.000161185,2.38E-06,0.134189,-0.0122951,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.917,0.00432349,0.00432349,7.14E-05,0.0239946,0.000396454,0.00835671,0.000138078,0.0193001,0.000318887,1.35E-05,2.00E-07,0.0186372,-0.00170752,0.0514578,0.000853908,0.0579396,0.000957318,0.463758,0.00766279,0.21784,0.00359929,0.000161187,2.39E-06,0.134177,-0.0122932,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.918,0.00432356,0.00432356,7.14E-05,0.023995,0.000396394,0.00835685,0.000138057,0.0193005,0.000318839,1.35E-05,2.00E-07,0.0186355,-0.00170726,0.0514586,0.000853718,0.0579405,0.000957173,0.463765,0.00766163,0.217844,0.00359875,0.00016119,2.39E-06,0.134165,-0.0122913,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.919,0.00432363,0.00432363,7.14E-05,0.0239954,0.000396334,0.00835699,0.000138036,0.0193008,0.000318791,1.35E-05,2.01E-07,0.0186338,-0.00170699,0.0514595,0.000853527,0.0579415,0.000957028,0.463773,0.00766047,0.217847,0.00359821,0.000161192,2.40E-06,0.134152,-0.0122894,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.92,0.0043237,0.0043237,7.14E-05,0.0239958,0.000396274,0.00835713,0.000138016,0.0193011,0.000318743,1.35E-05,2.02E-07,0.018632,-0.00170673,0.0514603,0.000853334,0.0579424,0.000956884,0.463781,0.00765931,0.217851,0.00359766,0.000161195,2.41E-06,0.13414,-0.0122875,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.921,0.00432378,0.00432378,7.14E-05,0.0239962,0.000396215,0.00835727,0.000137995,0.0193014,0.000318695,1.35E-05,2.02E-07,0.0186303,-0.00170647,0.0514612,0.000853139,0.0579434,0.00095674,0.463788,0.00765816,0.217855,0.00359712,0.000161197,2.42E-06,0.134128,-0.0122856,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.922,0.00432385,0.00432385,7.13E-05,0.0239966,0.000396155,0.0083574,0.000137974,0.0193017,0.000318647,1.35E-05,2.03E-07,0.0186286,-0.0017062,0.051462,0.000852942,0.0579443,0.000956596,0.463796,0.007657,0.217858,0.00359658,0.0001612,2.42E-06,0.134115,-0.0122837,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.923,0.00432392,0.00432392,7.13E-05,0.023997,0.000396095,0.00835754,0.000137953,0.019302,0.000318599,1.35E-05,2.04E-07,0.0186269,-0.00170594,0.0514629,0.000852744,0.0579453,0.000956452,0.463804,0.00765585,0.217862,0.00359604,0.000161202,2.43E-06,0.134103,-0.0122818,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.924,0.00432399,0.00432399,7.13E-05,0.0239974,0.000396036,0.00835768,0.000137932,0.0193024,0.000318551,1.35E-05,2.04E-07,0.0186252,-0.00170567,0.0514637,0.000852545,0.0579463,0.000956308,0.463811,0.00765469,0.217865,0.0035955,0.000161204,2.44E-06,0.134091,-0.0122799,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.925,0.00432406,0.00432406,7.13E-05,0.0239978,0.000395976,0.00835782,0.000137912,0.0193027,0.000318503,1.35E-05,2.05E-07,0.0186235,-0.00170541,0.0514646,0.000852344,0.0579472,0.000956164,0.463819,0.00765354,0.217869,0.00359496,0.000161207,2.45E-06,0.134079,-0.012278,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.926,0.00432413,0.00432413,7.13E-05,0.0239982,0.000395917,0.00835795,0.000137891,0.019303,0.000318455,1.35E-05,2.06E-07,0.0186218,-0.00170514,0.0514654,0.000852141,0.0579482,0.000956021,0.463827,0.00765239,0.217873,0.00359442,0.000161209,2.46E-06,0.134066,-0.0122761,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.927,0.0043242,0.0043242,7.13E-05,0.0239986,0.000395857,0.00835809,0.00013787,0.0193033,0.000318408,1.35E-05,2.06E-07,0.0186201,-0.00170488,0.0514663,0.000851938,0.0579491,0.000955877,0.463834,0.00765124,0.217876,0.00359388,0.000161212,2.47E-06,0.134054,-0.0122742,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.928,0.00432427,0.00432427,7.13E-05,0.023999,0.000395798,0.00835823,0.000137849,0.0193036,0.00031836,1.35E-05,2.07E-07,0.0186184,-0.00170462,0.0514671,0.000851734,0.0579501,0.000955734,0.463842,0.00765009,0.21788,0.00359334,0.000161214,2.47E-06,0.134042,-0.0122723,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.929,0.00432435,0.00432435,7.13E-05,0.0239994,0.000395739,0.00835837,0.000137829,0.019304,0.000318312,1.35E-05,2.08E-07,0.0186167,-0.00170435,0.051468,0.000851529,0.057951,0.00095559,0.46385,0.00764894,0.217883,0.0035928,0.000161216,2.48E-06,0.13403,-0.0122704,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.93,0.00432442,0.00432442,7.13E-05,0.0239998,0.000395679,0.00835851,0.000137808,0.0193043,0.000318264,1.35E-05,2.08E-07,0.018615,-0.00170409,0.0514688,0.000851324,0.057952,0.000955447,0.463857,0.00764779,0.217887,0.00359226,0.000161219,2.49E-06,0.134017,-0.0122685,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.931,0.00432449,0.00432449,7.13E-05,0.0240002,0.00039562,0.00835864,0.000137787,0.0193046,0.000318217,1.35E-05,2.09E-07,0.0186133,-0.00170382,0.0514697,0.000851118,0.057953,0.000955304,0.463865,0.00764665,0.21789,0.00359172,0.000161221,2.50E-06,0.134005,-0.0122666,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.932,0.00432456,0.00432456,7.12E-05,0.0240006,0.000395561,0.00835878,0.000137767,0.0193049,0.000318169,1.35E-05,2.10E-07,0.0186116,-0.00170356,0.0514705,0.000850912,0.0579539,0.00095516,0.463873,0.0076455,0.217894,0.00359118,0.000161224,2.51E-06,0.133993,-0.0122647,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.933,0.00432463,0.00432463,7.12E-05,0.024001,0.000395501,0.00835892,0.000137746,0.0193052,0.000318121,1.35E-05,2.10E-07,0.0186099,-0.0017033,0.0514714,0.000850705,0.0579549,0.000955017,0.46388,0.00764435,0.217898,0.00359065,0.000161226,2.51E-06,0.13398,-0.0122628,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.934,0.0043247,0.0043247,7.12E-05,0.0240014,0.000395442,0.00835906,0.000137726,0.0193055,0.000318074,1.35E-05,2.11E-07,0.0186082,-0.00170303,0.0514722,0.000850499,0.0579558,0.000954874,0.463888,0.00764321,0.217901,0.00359011,0.000161228,2.52E-06,0.133968,-0.0122609,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.935,0.00432477,0.00432477,7.12E-05,0.0240017,0.000395383,0.0083592,0.000137705,0.0193059,0.000318026,1.35E-05,2.12E-07,0.0186065,-0.00170277,0.0514731,0.000850293,0.0579568,0.000954731,0.463896,0.00764206,0.217905,0.00358957,0.000161231,2.53E-06,0.133956,-0.012259,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.936,0.00432485,0.00432485,7.12E-05,0.0240021,0.000395324,0.00835933,0.000137684,0.0193062,0.000317978,1.35E-05,2.12E-07,0.0186048,-0.0017025,0.0514739,0.000850087,0.0579577,0.000954588,0.463903,0.00764091,0.217908,0.00358903,0.000161233,2.54E-06,0.133944,-0.0122571,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.937,0.00432492,0.00432492,7.12E-05,0.0240025,0.000395264,0.00835947,0.000137664,0.0193065,0.000317931,1.35E-05,2.13E-07,0.0186031,-0.00170224,0.0514748,0.000849881,0.0579587,0.000954444,0.463911,0.00763977,0.217912,0.00358849,0.000161236,2.55E-06,0.133931,-0.0122552,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.938,0.00432499,0.00432499,7.12E-05,0.0240029,0.000395205,0.00835961,0.000137643,0.0193068,0.000317883,1.35E-05,2.14E-07,0.0186014,-0.00170198,0.0514756,0.000849677,0.0579596,0.000954301,0.463918,0.00763862,0.217916,0.00358795,0.000161238,2.55E-06,0.133919,-0.0122533,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.939,0.00432506,0.00432506,7.12E-05,0.0240033,0.000395146,0.00835975,0.000137622,0.0193071,0.000317835,1.35E-05,2.14E-07,0.0185997,-0.00170171,0.0514765,0.000849473,0.0579606,0.000954158,0.463926,0.00763748,0.217919,0.00358742,0.00016124,2.56E-06,0.133907,-0.0122514,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.94,0.00432513,0.00432513,7.12E-05,0.0240037,0.000395086,0.00835988,0.000137602,0.0193075,0.000317788,1.35E-05,2.15E-07,0.018598,-0.00170145,0.0514773,0.00084927,0.0579615,0.000954015,0.463934,0.00763633,0.217923,0.00358688,0.000161243,2.57E-06,0.133895,-0.0122495,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.941,0.0043252,0.0043252,7.12E-05,0.0240041,0.000395027,0.00836002,0.000137581,0.0193078,0.00031774,1.35E-05,2.15E-07,0.0185963,-0.00170119,0.0514782,0.000849068,0.0579625,0.000953871,0.463941,0.00763518,0.217926,0.00358634,0.000161245,2.57E-06,0.133882,-0.0122476,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.942,0.00432527,0.00432527,7.12E-05,0.0240045,0.000394968,0.00836016,0.000137561,0.0193081,0.000317692,1.35E-05,2.16E-07,0.0185946,-0.00170092,0.051479,0.000848867,0.0579635,0.000953728,0.463949,0.00763404,0.21793,0.0035858,0.000161248,2.58E-06,0.13387,-0.0122457,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.943,0.00432534,0.00432534,7.11E-05,0.0240049,0.000394908,0.0083603,0.00013754,0.0193084,0.000317645,1.35E-05,2.16E-07,0.0185929,-0.00170066,0.0514798,0.000848668,0.0579644,0.000953584,0.463957,0.00763289,0.217934,0.00358526,0.00016125,2.59E-06,0.133858,-0.0122438,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
